text,label,preprocessed_text
"The movie ""MacArthur"" begins and ends at Gen. Douglas MacArthur's, Gregory Peck, Alma Mata the US Military Academy of West Point on the Hudson. We see a frail 82 year old Gen.MacArthur give the commencement speech to the graduating class of 1962 about what an honor it is to serve their country. The film then goes into an almost two hour long flashback on Gen. MacArthur's brilliant as well as controversial career that starts in the darkest hours of WWII on the besieged island of Corregidor in the Philippines in the early spring of 1942.<br /><br />Told to leave he island for Australia before the Japanese military invade it Gen. MacArthur for the very first time in his military career almost disobeys a direct order from his superior US President Franklin D. Roosevelt, Dan O'Herlihy. Feeling that he'll be deserting his men at their greatest hour of need MacArthur reluctantly, together with his wife and young son, did what he was told only to have it haunt him for the reminder of the war. It was that reason, his escape under fire from death or captivity by the Japanese, that drove Gen. MacArthur to use all his influence to get FDR two years later to launch a major invasion of the Philippians, instead of the island of Formosa, to back up his promise to both the Philippine people as well as the thousands of US POWS left behind. That he'll return and return with the might of the US Army & Navy to back up his pledge!<br /><br />In the two years up until the invasion of the Philippine Islands Gen. MacArther battered the Japanese forces in the South Pafific in a number of brilliantly conceived island hop battles that isolated and starved hundreds of thousands of Japanese troops into surrender. The General did that suffering far less US Military losses then any other allied commander in the War in the Pacific! <br /><br />It was in 1950/51 in the Korean War that Gen. MacArthur achieved his most brilliant victory as well as his worst military defeat. After outflanking the advancing North Korean Army in the brilliant and perfectly executed, with the invading US Marines suffering less then 100 casualties, back door or left hook invasion of Inchon Gen. MacArther feeling invincible sent the US/UN forces under his command to the very border, along the Yalu River, of Communist Red China. Told by his subordinates that he's facing the threat of a massive ground attack by Communist Chinese troops Gen. MacArthur pressed on anyway until that attack did materialized cutting the US & UN forces to ribbons. The unstoppable wave after wave of attacking Red Chinese troops forced the US/UN forces to retreat in the ""Big Bug Out"" of 1950 with their very lives, leaving all their equipment behind, across the North Korean border even abandoning the South Korean capital city of Seoul! This turned out to be one of the biggest military disaster in US history with the US forces losing a record, in the Korean War, 1,000 lives on the very first day-Nov. 29/30 1950-of the Communist Chinese invasion!<br /><br />Shocked and humiliated in what he allowed, due mostly to his own arrogance, to happened MacArthur went on the offensive not against the advancing Communist Chinese and Noth Koreans forces but his own Commander and Chief Pres. Harry S. Truman, Ed Flanders, in him not having the spin or guts to do what has to be done: Launch a full scale invasion of Communist China with nuclear weapons if necessary to prevent its troops from overrunning the Korean Peninsula! For Pres. Truman who had taken just about enough garbage from Gen. MacArthur in him running off his mouth in public in how he was mishandling the war in not going all out, like MacArthur wanted him to, against the Red Chinese this was the last straw! On April 11, 1951 Pres. Truman unceremoniously relived Gen. MacArthur from his command as Supreme Commander of the US/UN forces in Korea! Pres. Truman's brave but very unpopular decision also, by not going along with MacArthur's total war strategy, prevented a Third World War from breaking out with the Soviet Union-Communist China's ally- who at the time-like the US-had the Atomic Bomb! Pres. Truman''s controversial decision to dump the very popular Gen. MacArthur also cost him his re-election in 1952 with his polls numbers so low-in the mid 20's- that he withdrew-in March of that year- from the US Presidential Campaign!<br /><br />In was Gen. MacArthur's misfortune to be around when the political and military climates in the world were changing in how to conduct future wars. With the horrors of a nuclear war now, in 1950/51, a reality it would have been national suicide to go all out, like Gen. MacArthur wanted to, against the Red Chinese with it very possibly touching off a nuclear holocaust that would engulf not only the US USSR & Red China but the entire world! It was that important reality of future war that Gen. MacArthur was never taught, since the A and H Bomb weren't yet invented, in West Point.<br /><br />Back to 1962 we can now see that Gen. MacArthur, after finishing his commencement speech at West Point, had become both an older and wiser soldier as well as , since his retirement from the US Military, elder statesman in his feeling about war and the utter futility of it. One thing that Gen. MacArthur was taught at an early age, from his Civil War General dad Douglas MacArthur Sr, that stuck to him all his life was that to a soldier like himself war should be the very last-not first-resort in settling issues between nations. In that it's the soldiers who have to fight and die in it. It took a lifetime, with the advent of the nuclear age, for Gen. MacArthur to finally realize just how right and wise his dad a Congressional Medal of Honor winner, like himself, really was!",1,the movie  macarthur  begins and ends at gen  douglas macarthurs  gregory peck  alma mata the us military academy of west point on the hudson  we see a frail 82 year old gen macarthur give the commencement speech to the graduating class of 1962 about what an honor it is to serve their country  the film then goes into an almost two hour long flashback on gen  macarthurs brilliant as well as controversial career that starts in the darkest hours of wwii on the besieged island of corregidor in the philippines in the early spring of 1942  told to leave he island for australia before the japanese military invade it gen  macarthur for the very first time in his military career almost disobeys a direct order from his superior us president franklin d  roosevelt  dan oherlihy  feeling that hell be deserting his men at their greatest hour of need macarthur reluctantly  together with his wife and young son  did what he was told only to have it haunt him for the reminder of the war  it was that reason  his escape under fire from death or captivity by the japanese  that drove gen  macarthur to use all his influence to get fdr two years later to launch a major invasion of the philippians  instead of the island of formosa  to back up his promise to both the philippine people as well as the thousands of us pows left behind  that hell return and return with the might of the us army   navy to back up his pledge  in the two years up until the invasion of the philippine islands gen  macarther battered the japanese forces in the south pafific in a number of brilliantly conceived island hop battles that isolated and starved hundreds of thousands of japanese troops into surrender  the general did that suffering far less us military losses then any other allied commander in the war in the pacific   it was in 1950 51 in the korean war that gen  macarthur achieved his most brilliant victory as well as his worst military defeat  after outflanking the advancing north korean army in the brilliant and perfectly executed  with the invading us marines suffering less then 100 casualties  back door or left hook invasion of inchon gen  macarther feeling invincible sent the us un forces under his command to the very border  along the yalu river  of communist red china  told by his subordinates that hes facing the threat of a massive ground attack by communist chinese troops gen  macarthur pressed on anyway until that attack did materialized cutting the us   un forces to ribbons  the unstoppable wave after wave of attacking red chinese troops forced the us un forces to retreat in the  big bug out  of 1950 with their very lives  leaving all their equipment behind  across the north korean border even abandoning the south korean capital city of seoul  this turned out to be one of the biggest military disaster in us history with the us forces losing a record  in the korean war  1 000 lives on the very first day nov  29 30 1950 of the communist chinese invasion  shocked and humiliated in what he allowed  due mostly to his own arrogance  to happened macarthur went on the offensive not against the advancing communist chinese and noth koreans forces but his own commander and chief pres  harry s  truman  ed flanders  in him not having the spin or guts to do what has to be done  launch a full scale invasion of communist china with nuclear weapons if necessary to prevent its troops from overrunning the korean peninsula  for pres  truman who had taken just about enough garbage from gen  macarthur in him running off his mouth in public in how he was mishandling the war in not going all out  like macarthur wanted him to  against the red chinese this was the last straw  on april 11  1951 pres  truman unceremoniously relived gen  macarthur from his command as supreme commander of the us un forces in korea  pres  trumans brave but very unpopular decision also  by not going along with macarthurs total war strategy  prevented a third world war from breaking out with the soviet union communist chinas ally  who at the time like the us had the atomic bomb  pres  trumans controversial decision to dump the very popular gen  macarthur also cost him his re election in 1952 with his polls numbers so low in the mid 20s  that he withdrew in march of that year  from the us presidential campaign  in was gen  macarthurs misfortune to be around when the political and military climates in the world were changing in how to conduct future wars  with the horrors of a nuclear war now  in 1950 51  a reality it would have been national suicide to go all out  like gen  macarthur wanted to  against the red chinese with it very possibly touching off a nuclear holocaust that would engulf not only the us ussr   red china but the entire world  it was that important reality of future war that gen  macarthur was never taught  since the a and h bomb werent yet invented  in west point  back to 1962 we can now see that gen  macarthur  after finishing his commencement speech at west point  had become both an older and wiser soldier as well as   since his retirement from the us military  elder statesman in his feeling about war and the utter futility of it  one thing that gen  macarthur was taught at an early age  from his civil war general dad douglas macarthur sr  that stuck to him all his life was that to a soldier like himself war should be the very last not first resort in settling issues between nations  in that its the soldiers who have to fight and die in it  it took a lifetime  with the advent of the nuclear age  for gen  macarthur to finally realize just how right and wise his dad a congressional medal of honor winner  like himself  really was 
"Admittedly, I know nothing about baseball, I'm not even a fan of the sport, but that didn't stop me enjoying the Farrelly brothers' latest film, Fever Pitch, a charmingly irreverent romantic comedy. The film is not really about baseball; rather, it's really about relationships, and the emotional disconnectedness that can often take place.<br /><br />Jimmy Fallen  giving his best performance to date  stars as Ben, a dorky, lightly nerdy schoolteacher. Ben is a kind of man-boy, who unfortunately has never really grown up, and he fosters an almost fanatical addiction to the Red Sox baseball team. Ben has devoted his life to the Sox, and does everything from making the pilgrimage to Florida for spring training to decorating every square inch of his apartment in team paraphernalia.<br /><br />One day, while taking his honors geometry class to on a field trip to her office, Ben meets the go-getting Lindsey (a wonderful Drew Barrymore). Lindsey is a corporate, career orientated kind of girl, but she has a kind of cuteness that Ben finds totally endearing. He's initially hesitant to ask her out, thinking that she's way out of his ""class,"" and, Lindsey doesn't immediately see a potential partner in Ben.<br /><br />Their first date gets off to a disastrous start when Lindsey is stricken with a severe case of food poisoning  and her resonant retching provides the first clue that we are, in fact, watching a Farrelly brothers movie. Rather than accept Lindsey's - rather urgent - request to reschedule, Ben sticks around to play nurse, orderly, and janitor. So Ben scrubs the toilet and the dog's teeth, while his love interest is passed out with a bucket next to her bed.<br /><br />When Lindsey wakes up in the morning and finds him asleep on her couch, she begins the long, fitful process of dismantling the web of status anxiety and ambition she has come to think of as her standards. Soon they are falling in love, with Lindsey blithely accepting Ben's fanatical devotion to his sport.<br /><br />Having inherited choice season tickets from his beloved uncle, Ben has organized his life around the season  he's never missed a game. But their relationship, which has progressed without a hitch throughout the winter, hits a snag at the start of the season.<br /><br />Lindsey wants Ben to do other things, like holiday with her parents and party with her friends, but Ben begins to have trouble modulating his interest to meet Lindsey halfway. Can Lindsey consent to his irrational devotion to the boys of summer in order to make their relationship work? Can she really accommodate Ben's infatuation with sports? Can a die-hard and nerdy Red Sox fan find true love after all? Of course, Lindsey and Ben come with a colorful assortment of opinion-wielding friends. Lindsey's strictest buddy, the skinny, rich and blond Robin (KaDee Strickland), insists that there must be something wrong with the guy if he's still single at 30. However, plump, curly-haired Sarah (Marissa Jaret Winokur) and Molly (Ione Skye) supply a more optimistic and positive view of Ben.<br /><br />Ben's eccentricity could be applied to virtually any obsessive sports fan, while Lindsay's frustrations could be representative of any upwardly mobile career driven woman. Fallon is terrific as Ben, exhibiting real big screen potential, overcoming the not-insignificant challenge of keeping Ben from being unsympathetic. Barrymore, meanwhile, is equally charming as the workaholic Lindsey, particularly as she struggles to accept Ben for who he is without losing sight of her own needs.<br /><br />Fever Pitch really works, and even though there are lots of inspired comedic moments, the movie is also addressing the serious problem of sports addiction and how difficult it can be for couples to negotiate this fragile territory.<br /><br />Much of the movie was filmed at Boston's Fenway Park, which adds a fine sense of authenticity to the proceedings, as well as the ambiance of the games, though fully appreciating what transpired with the team will probably be limited to baseball aficionados. Even so, Fever Pitch is blessed with such a finely wrought and intelligently funny script that even novice baseball fans will find much with which to connect. Mike Leonard September 05.",1,admittedly  i know nothing about baseball  im not even a fan of the sport  but that didnt stop me enjoying the farrelly brothers latest film  fever pitch  a charmingly irreverent romantic comedy  the film is not really about baseball  rather  its really about relationships  and the emotional disconnectedness that can often take place  jimmy fallen  giving his best performance to date  stars as ben  a dorky  lightly nerdy schoolteacher  ben is a kind of man boy  who unfortunately has never really grown up  and he fosters an almost fanatical addiction to the red sox baseball team  ben has devoted his life to the sox  and does everything from making the pilgrimage to florida for spring training to decorating every square inch of his apartment in team paraphernalia  one day  while taking his honors geometry class to on a field trip to her office  ben meets the go getting lindsey  a wonderful drew barrymore   lindsey is a corporate  career orientated kind of girl  but she has a kind of cuteness that ben finds totally endearing  hes initially hesitant to ask her out  thinking that shes way out of his  class   and  lindsey doesnt immediately see a potential partner in ben  their first date gets off to a disastrous start when lindsey is stricken with a severe case of food poisoning  and her resonant retching provides the first clue that we are  in fact  watching a farrelly brothers movie  rather than accept lindseys   rather urgent   request to reschedule  ben sticks around to play nurse  orderly  and janitor  so ben scrubs the toilet and the dogs teeth  while his love interest is passed out with a bucket next to her bed  when lindsey wakes up in the morning and finds him asleep on her couch  she begins the long  fitful process of dismantling the web of status anxiety and ambition she has come to think of as her standards  soon they are falling in love  with lindsey blithely accepting bens fanatical devotion to his sport  having inherited choice season tickets from his beloved uncle  ben has organized his life around the season  hes never missed a game  but their relationship  which has progressed without a hitch throughout the winter  hits a snag at the start of the season  lindsey wants ben to do other things  like holiday with her parents and party with her friends  but ben begins to have trouble modulating his interest to meet lindsey halfway  can lindsey consent to his irrational devotion to the boys of summer in order to make their relationship work  can she really accommodate bens infatuation with sports  can a die hard and nerdy red sox fan find true love after all  of course  lindsey and ben come with a colorful assortment of opinion wielding friends  lindseys strictest buddy  the skinny  rich and blond robin  kadee strickland   insists that there must be something wrong with the guy if hes still single at 30  however  plump  curly haired sarah  marissa jaret winokur  and molly  ione skye  supply a more optimistic and positive view of ben  bens eccentricity could be applied to virtually any obsessive sports fan  while lindsays frustrations could be representative of any upwardly mobile career driven woman  fallon is terrific as ben  exhibiting real big screen potential  overcoming the not insignificant challenge of keeping ben from being unsympathetic  barrymore  meanwhile  is equally charming as the workaholic lindsey  particularly as she struggles to accept ben for who he is without losing sight of her own needs  fever pitch really works  and even though there are lots of inspired comedic moments  the movie is also addressing the serious problem of sports addiction and how difficult it can be for couples to negotiate this fragile territory  much of the movie was filmed at bostons fenway park  which adds a fine sense of authenticity to the proceedings  as well as the ambiance of the games  though fully appreciating what transpired with the team will probably be limited to baseball aficionados  even so  fever pitch is blessed with such a finely wrought and intelligently funny script that even novice baseball fans will find much with which to connect  mike leonard september 05 
"Unfortunately the only spoiler in this review is that there's nothing to spoil about that movie.Even if B. Mattei had never done any master piece he use to do his job with a bit of humor and craziness that made him a fun Eurotrash director. But for the last 10 years he seemed to have lost it.This film is just empty, nothing at all to wake us up from the deep sleep you sink into after the first 10 min.No sex, no blood(it's suppose to be about snuff?),no actors, no dialogs, just as bad as an 90'T.V film.It's even worse than his last cannibals and zombies epics.So Rest in peace Bruno, you will stay in our minds forever anyway, thanks to such unforgettable gems as:Zombi 3, Robowar,Rats, l'altro inferno,Virus, Cruel jaws and few others.So except if you want to see B Mattei possessed by jess Franco's spirit's new film, pass on this one.But if you don't know this nice artisan's career track down his old films and have fun.",0,unfortunately the only spoiler in this review is that theres nothing to spoil about that movie even if b  mattei had never done any master piece he use to do his job with a bit of humor and craziness that made him a fun eurotrash director  but for the last 10 years he seemed to have lost it this film is just empty  nothing at all to wake us up from the deep sleep you sink into after the first 10 min no sex  no blood its suppose to be about snuff   no actors  no dialogs  just as bad as an 90t v film its even worse than his last cannibals and zombies epics so rest in peace bruno  you will stay in our minds forever anyway  thanks to such unforgettable gems as zombi 3  robowar rats  laltro inferno virus  cruel jaws and few others so except if you want to see b mattei possessed by jess francos spirits new film  pass on this one but if you dont know this nice artisans career track down his old films and have fun 
"This is an exquisite film about the search for some bliss in everyday life. The pacing, the camera work, the emotion, the haunting musical score and the pure charm of this picture make it a must see. It isn't easily appreciated by the immature or emotionally stunted. The only flaw I can see about this film is that it wasn't captured in a more technically perfect film format. It deserved Todd-AO, Technicolor and the very finest sound format available.(An intimate film can be made in seventy millimeter.) The gorgeous Italian villas effect on its inhabitants would have rendered even more lushly and the small lovely moments would be even more beautifully seen and heard. As it is, it still demands attention as a sweet moving small film. I can't stop myself from watching it every time it comes on satelite. The transformations of the characters from contained, tight and mistrustful is always a joy to watch and I really should recommend it more often.<br /><br />The casting is perfect, the mood is perfect, the acting is above reproach. It is a film about middle age and the choices people make.It is deep and thoughtful without beating the viewer up with heavy handedness. Watch it in one sitting and let it have its effect on you. If you don't get it, perhaps you haven't lived enough, or something else is wrong with you.",1,this is an exquisite film about the search for some bliss in everyday life  the pacing  the camera work  the emotion  the haunting musical score and the pure charm of this picture make it a must see  it isnt easily appreciated by the immature or emotionally stunted  the only flaw i can see about this film is that it wasnt captured in a more technically perfect film format  it deserved todd ao  technicolor and the very finest sound format available  an intimate film can be made in seventy millimeter   the gorgeous italian villas effect on its inhabitants would have rendered even more lushly and the small lovely moments would be even more beautifully seen and heard  as it is  it still demands attention as a sweet moving small film  i cant stop myself from watching it every time it comes on satelite  the transformations of the characters from contained  tight and mistrustful is always a joy to watch and i really should recommend it more often  the casting is perfect  the mood is perfect  the acting is above reproach  it is a film about middle age and the choices people make it is deep and thoughtful without beating the viewer up with heavy handedness  watch it in one sitting and let it have its effect on you  if you dont get it  perhaps you havent lived enough  or something else is wrong with you 
"Kurt Russell IS Elvis, plain and simple. His dedication to this role resulted in what I think, is the best movie bio ever. If you're an Elvis fan, see it if you can.<br /><br />The made-for-television film was made two years after Elvis' death.<br /><br />One piece of advice, there are two versions - one at 180 minutes and one at 117 minutes. The only one to watch is the longer one. The shorter one has more than one hour of footage edited out. It just does not work because the scenes in it are often dependent on the scenes that were cut.<br /><br />This masterpiece takes you from Elvis childhood through his emergence as entertainment's greatest star. Shelley Winters and Bing Russell (Kurt's real dad) are excellent as Elvis' parents. And Pat Hingle delivers a very competent Col. Tom Parker.<br /><br />Long live the King!",1,kurt russell is elvis  plain and simple  his dedication to this role resulted in what i think  is the best movie bio ever  if youre an elvis fan  see it if you can  the made for television film was made two years after elvis death  one piece of advice  there are two versions   one at 180 minutes and one at 117 minutes  the only one to watch is the longer one  the shorter one has more than one hour of footage edited out  it just does not work because the scenes in it are often dependent on the scenes that were cut  this masterpiece takes you from elvis childhood through his emergence as entertainments greatest star  shelley winters and bing russell  kurts real dad  are excellent as elvis parents  and pat hingle delivers a very competent col  tom parker  long live the king 
"""The house of the spirits"" is quite awful. I live in South America, in a country that suffered a military dictatorship just like the one the movie tries to describe, and even though everyone knows movies may be far far away from reality, this particular movie treats viewers as both ignorant and stupid. Things are not so simple and linear as appears here, and of course political process are much more complicated and interesting that the plot in ""The house..."". If you can't show that complexity on screen is better not making a movie at all. There are a lot of examples of how can politics be seriously taken in cinema, without so many commonplaces. In some parts I felt that Carmen Miranda may appear within parrots and palm trees. When you talk about certain things you must be not only careful but respectful to your public's intelligence.",0, the house of the spirits  is quite awful  i live in south america  in a country that suffered a military dictatorship just like the one the movie tries to describe  and even though everyone knows movies may be far far away from reality  this particular movie treats viewers as both ignorant and stupid  things are not so simple and linear as appears here  and of course political process are much more complicated and interesting that the plot in  the house      if you cant show that complexity on screen is better not making a movie at all  there are a lot of examples of how can politics be seriously taken in cinema  without so many commonplaces  in some parts i felt that carmen miranda may appear within parrots and palm trees  when you talk about certain things you must be not only careful but respectful to your publics intelligence 
"I recently watched Spirit and enjoyed it very much, I've seen it about 4 times now on HBO and will buy the DVD. Those who gave negative reviews would probably think that `Vanishing Point' was just another car chase movie and `Thelma & Louise' was just another chick flick. Although the conclusions of those films are darker I feel the themes are somewhat related; that freedom and individualism are very important and that there is usually someone wanting to take it away from you. The other common trait of these movies is the caring, thoughtful `guardian angel' types who help the main characters to overcome adversity.<br /><br />Another review here mentions how this film relates to the theme of civilization invading someone else's home. All one has to do is look around at the dwindling open areas around us to see that.<br /><br />I thought the animation and the story were amazing, the animators really got the horses to look, act and move naturally. Spirit's emotions were very clear as the story progressed (yes I'm aware they do humanize the horses a bit, but this is fiction). In a couple of action scenes you feel caught in the current of the rapids and the heat from a forest fire. In other more quiet scenes (which are most of the time) you're allowed to savor the backgrounds. One of the big things that make the story really work is by not going the talking, singing animals route. Doing so would take away from the story's power. Instead the flow of the story is told by occasional narration by the main character, further punch is added by the fantastic soundtrack. Another plus is that they weren't afraid to give the story somewhat of a dark side (which really made this film watchable to me). This isn't prevalent through the entire movie though, and the conclusion is fitting and uplifting without being sappy.<br /><br />Those who appreciate horses will really like this movie, but I think it's a bit more than a horse movie. I don't feel this would be a good movie to take children to if they're brought up on the inane fare that's offered up today. But if they're the thoughtful sort that can handle compelling stories like The Lord of the Rings and Black Beauty they'll likely love this movie. Hell, I'm 35 years old and STILL love that stuff.",1,i recently watched spirit and enjoyed it very much  ive seen it about 4 times now on hbo and will buy the dvd  those who gave negative reviews would probably think that  vanishing point was just another car chase movie and  thelma   louise was just another chick flick  although the conclusions of those films are darker i feel the themes are somewhat related  that freedom and individualism are very important and that there is usually someone wanting to take it away from you  the other common trait of these movies is the caring  thoughtful  guardian angel types who help the main characters to overcome adversity  another review here mentions how this film relates to the theme of civilization invading someone elses home  all one has to do is look around at the dwindling open areas around us to see that  i thought the animation and the story were amazing  the animators really got the horses to look  act and move naturally  spirits emotions were very clear as the story progressed  yes im aware they do humanize the horses a bit  but this is fiction   in a couple of action scenes you feel caught in the current of the rapids and the heat from a forest fire  in other more quiet scenes  which are most of the time  youre allowed to savor the backgrounds  one of the big things that make the story really work is by not going the talking  singing animals route  doing so would take away from the storys power  instead the flow of the story is told by occasional narration by the main character  further punch is added by the fantastic soundtrack  another plus is that they werent afraid to give the story somewhat of a dark side  which really made this film watchable to me   this isnt prevalent through the entire movie though  and the conclusion is fitting and uplifting without being sappy  those who appreciate horses will really like this movie  but i think its a bit more than a horse movie  i dont feel this would be a good movie to take children to if theyre brought up on the inane fare thats offered up today  but if theyre the thoughtful sort that can handle compelling stories like the lord of the rings and black beauty theyll likely love this movie  hell  im 35 years old and still love that stuff 
"I am not saying that Night of the Twisters was horrible, but it was far from great. Mediocre at absolute best. I seems though that every time one type of movie is released, a second must be around the same time. (Think about Armageddon and Deep Impact, Volcano and Dante's Peak) Night of the Twisters is really just Twister except worse and with mundane special effects.<br /><br />I have nothing against the actors who starred in it, even if they weren't great, it was the movie itself, the directing, the special effects, the whole storyline was just too strange to interpret. A series of tornadoes strike a town and basically the movie is about people trying to find family and friends and deal with the damage.<br /><br />I really don't know why it seems as though duplicates of disaster movies are released almost in sync with each other, but this one would have been better with Bill Paxton and Helen Hunt.",0,i am not saying that night of the twisters was horrible  but it was far from great  mediocre at absolute best  i seems though that every time one type of movie is released  a second must be around the same time   think about armageddon and deep impact  volcano and dantes peak  night of the twisters is really just twister except worse and with mundane special effects  i have nothing against the actors who starred in it  even if they werent great  it was the movie itself  the directing  the special effects  the whole storyline was just too strange to interpret  a series of tornadoes strike a town and basically the movie is about people trying to find family and friends and deal with the damage  i really dont know why it seems as though duplicates of disaster movies are released almost in sync with each other  but this one would have been better with bill paxton and helen hunt 
"The man who directed 'The Third Man' also directed the 'Who Will Buy' sequence in ""Oliver!"" Now that is talent.<br /><br />I raise my hat to Carol Reed.<br /><br />I know there are 'second units' involved, but still ...<br /><br />And he had to deal with Orson Welles and Oliver Reed ...<br /><br />I suppose quality will out.<br /><br />(It does show in the final scene with Nancy [ avoiding spoiler - everyone has to see Oliver! for the first time sometime ].) How many lines do I need to type.<br /><br />Encouraging people to type too much is not to be encouraged.<br /><br />I hope this counts as the ""10th line"".",1,the man who directed the third man also directed the who will buy sequence in  oliver   now that is talent  i raise my hat to carol reed  i know there are second units involved  but still     and he had to deal with orson welles and oliver reed     i suppose quality will out   it does show in the final scene with nancy   avoiding spoiler   everyone has to see oliver  for the first time sometime     how many lines do i need to type  encouraging people to type too much is not to be encouraged  i hope this counts as the  10th line  
"Claire Denis's Chocolat is a beautiful but frustrating film. The film presents a very interesting look at the household of a European colonial family living in Cameroon, giving the viewer an informative perspective on the lives of many characters and their interaction. However, the development of these characters is often maddeningly insufficient. For example, a central theme in the story is young France's inability to form strong relationships with others. Although this portrayal is executed flawlessly, notably in the way that Denis frames the story with scenes from France's return to her childhood home, the girl's lack of intimacy with the film's other characters makes it difficult for a viewer to invest much interest in her development (or lack thereof) as a protagonist. The general stagnation of the film's character development makes it difficult to become engaged in the loosely organized plot. The film raises a great deal of tension between characters, particularly between Aimee and the men in her life, but never fully addresses this social friction, leaving the viewer unsatisfied. The final few scenes are powerful but depressing. Denis's work is certainly interesting from an intellectual and historical standpoint, but if you are looking for a film with adventure or drama, Chocolat is definitely not the best choice.",1,claire deniss chocolat is a beautiful but frustrating film  the film presents a very interesting look at the household of a european colonial family living in cameroon  giving the viewer an informative perspective on the lives of many characters and their interaction  however  the development of these characters is often maddeningly insufficient  for example  a central theme in the story is young frances inability to form strong relationships with others  although this portrayal is executed flawlessly  notably in the way that denis frames the story with scenes from frances return to her childhood home  the girls lack of intimacy with the films other characters makes it difficult for a viewer to invest much interest in her development  or lack thereof  as a protagonist  the general stagnation of the films character development makes it difficult to become engaged in the loosely organized plot  the film raises a great deal of tension between characters  particularly between aimee and the men in her life  but never fully addresses this social friction  leaving the viewer unsatisfied  the final few scenes are powerful but depressing  deniss work is certainly interesting from an intellectual and historical standpoint  but if you are looking for a film with adventure or drama  chocolat is definitely not the best choice 
I thought it was a pretty good movie and should have been released in theaters first. It wouldn't have been a big Blockbuster but it would have made some pretty good money. The movie has suspense and makes you wonder just how much of this is going on in the real world. Justin Timberlake did a good job. I wasn't expecting Justin Timberlake to do that good a job. Considering it is his first movie he did a good job. This is a movie that is good to pick up and watch when you just don't know what you want to rent that night. It should go pretty well. The cast was great. So I highly recommend that everyone checks this movie out!,1,i thought it was a pretty good movie and should have been released in theaters first  it wouldnt have been a big blockbuster but it would have made some pretty good money  the movie has suspense and makes you wonder just how much of this is going on in the real world  justin timberlake did a good job  i wasnt expecting justin timberlake to do that good a job  considering it is his first movie he did a good job  this is a movie that is good to pick up and watch when you just dont know what you want to rent that night  it should go pretty well  the cast was great  so i highly recommend that everyone checks this movie out 
"First off, I really loved Henry Fool, which puts me in a very small pool of movie goers. Parker Posey is one of best actresses on-screen today. But this film was a full-out travesty. Watching Hartley and the actors talk about the film in the extras - so full of pride, and making pointless analogies to Star Wars - was stomach-turning. This was hype on the producers part (HDNET) realized to the max. A true example of the Emperor and his new clothes. Mostly I feel that Hal has spoiled HENRY FOOL forever. I don't think I can ever see it again in it's pure, innocent light.<br /><br />Remember Hal, you can FOOL some of the people some of the time... etc. The director would be nowhere today if all he did was churn out meaningless garbage. Sadly, it's a pure example of the lesson taught in the film ADAPTATION. The story must be exciting and active, or its box-office hopes are dim indeed. Never mind a decent story. For the actors, it was like trying to act in a straitjacket.<br /><br />The score, I believe Hartley's, is tasteless. With drum hits walking all over dialog. There was one Apple Soundtrack loop I recognized that gave me a smile.<br /><br />When I saw the trailer, I thought, oh, they're just trying to grab a new audience. But it's really this ridiculous ride. I'd be happy to spoil this movie for you, but it's been done. It's rotten. The FOOL franchise is dead. Long live Henry Fool.",0,first off  i really loved henry fool  which puts me in a very small pool of movie goers  parker posey is one of best actresses on screen today  but this film was a full out travesty  watching hartley and the actors talk about the film in the extras   so full of pride  and making pointless analogies to star wars   was stomach turning  this was hype on the producers part  hdnet  realized to the max  a true example of the emperor and his new clothes  mostly i feel that hal has spoiled henry fool forever  i dont think i can ever see it again in its pure  innocent light  remember hal  you can fool some of the people some of the time    etc  the director would be nowhere today if all he did was churn out meaningless garbage  sadly  its a pure example of the lesson taught in the film adaptation  the story must be exciting and active  or its box office hopes are dim indeed  never mind a decent story  for the actors  it was like trying to act in a straitjacket  the score  i believe hartleys  is tasteless  with drum hits walking all over dialog  there was one apple soundtrack loop i recognized that gave me a smile  when i saw the trailer  i thought  oh  theyre just trying to grab a new audience  but its really this ridiculous ride  id be happy to spoil this movie for you  but its been done  its rotten  the fool franchise is dead  long live henry fool 
"Unremittingly bleak and depressing, the film evokes as well as could be desired the legendary misery and emptiness that characterised Houellebecq's controversial novel of the same name. Like many French films, its manner is one of wistful profundity but it is painfully slow - or should that be, slowly painful? While this is an excellent and challenging film, it is not an enjoyable one and its difficult to think of any time when one might be in the 'right' mood to see it.",1,unremittingly bleak and depressing  the film evokes as well as could be desired the legendary misery and emptiness that characterised houellebecqs controversial novel of the same name  like many french films  its manner is one of wistful profundity but it is painfully slow   or should that be  slowly painful  while this is an excellent and challenging film  it is not an enjoyable one and its difficult to think of any time when one might be in the right mood to see it 
